genotype	allelic_ratio
het	0.5454545454545454
het	0.6363636363636364
het	0.4166666666666667
het	0.08333333333333333
het	0.5454545454545454
het	0.378698224852071
het	0.36363636363636365
het	0.5
het	0.2
het	0.5555555555555556
het	0.4375
het	0.5
het	0.52
het	0.48
het	0.35
het	0.6
het	0.15789473684210525
het	0.52
het	0.8
het	0.6
het	0.47368421052631576
het	0.5238095238095238
het	0.7647058823529411
het	0.6666666666666666
het	0.15384615384615385
het	0.5
het	0.5333333333333333
het	0.4
het	0.6
het	0.5806451612903226
het	0.4
het	0.5833333333333334
het	0.7
het	0.09090909090909091
het	0.8333333333333334
het	0.7
het	0.5833333333333334
het	0.5714285714285714
het	0.8
het	0.5
het	0.4166666666666667
het	0.625
het	0.26666666666666666
het	0.5
het	0.7368421052631579
het	0.4
het	0.5833333333333334
het	0.5
het	0.7058823529411765
het	0.625
het	0.5128205128205128
het	0.5185185185185185
het	0.5238095238095238
het	0.5
het	0.25
het	0.375
het	0.4444444444444444
het	0.391304347826087
het	0.48148148148148145
het	0.5238095238095238
het	0.16666666666666666
het	0.1
het	0.9
het	0.4
het	0.5454545454545454
het	0.7333333333333333
het	0.6666666666666666
het	0.5454545454545454
het	0.75
het	0.9166666666666666
het	0.4444444444444444
het	0.5362318840579711
het	0.6666666666666666
het	0.3076923076923077
het	0.6153846153846154
het	0.6428571428571429
het	0.5
het	0.5882352941176471
het	0.5757575757575758
het	0.3684210526315789
het	0.7272727272727273
het	0.2
het	0.07692307692307693
het	0.4
het	0.7391304347826086
het	0.3333333333333333
het	0.6153846153846154
het	0.7272727272727273
het	0.6428571428571429
het	0.21739130434782608
het	0.525
het	0.47368421052631576
het	0.3333333333333333
het	0.4
het	0.6875
het	0.7272727272727273
het	0.058823529411764705
het	0.6666666666666666
het	0.4
het	0.3333333333333333
het	0.7272727272727273
het	0.6
het	0.43137254901960786
het	0.3
het	0.4166666666666667
het	0.65
het	0.3125
het	0.3548387096774194
het	0.35
het	0.8157894736842105
het	0.5263157894736842
het	0.6923076923076923
het	0.4642857142857143
het	0.375
het	0.375
het	1.0
het	0.8
het	0.3684210526315789
het	0.3076923076923077
het	0.6
het	0.5454545454545454
het	0.8181818181818182
het	0.4666666666666667
het	0.45454545454545453
het	0.47058823529411764
het	0.23076923076923078
het	0.5
het	0.9166666666666666
het	0.46875
het	0.1
het	0.2727272727272727
het	0.6666666666666666
het	0.7
het	0.5
het	0.46153846153846156
het	0.0
het	0.7
het	0.5384615384615384
het	0.47368421052631576
het	0.8235294117647058
het	0.5384615384615384
het	0.6071428571428571
het	0.8333333333333334
het	0.6666666666666666
het	0.4
het	0.7272727272727273
het	0.47368421052631576
het	0.45454545454545453
het	0.6923076923076923
het	0.4375
het	0.23076923076923078
het	0.23076923076923078
het	0.5
het	0.5588235294117647
het	0.45454545454545453
het	0.84375
het	0.3125
het	0.4782608695652174
het	0.5454545454545454
het	0.4166666666666667
het	0.7058823529411765
het	0.9
het	0.35714285714285715
het	0.5217391304347826
het	0.08333333333333333
het	0.5
het	0.49230769230769234
het	0.5
het	0.4838709677419355
het	0.4482758620689655
het	0.4423076923076923
het	0.5384615384615384
het	0.56
het	0.4
het	0.6
het	0.5833333333333334
het	0.4864864864864865
het	0.2962962962962963
het	0.6153846153846154
het	0.9090909090909091
het	0.7142857142857143
het	0.16666666666666666
het	0.7142857142857143
het	0.0
het	0.7692307692307693
het	0.38461538461538464
het	0.9047619047619048
het	0.15384615384615385
het	0.16666666666666666
het	0.4
het	0.4857142857142857
het	0.4666666666666667
het	0.3333333333333333
het	0.42857142857142855
het	0.48148148148148145
het	0.4642857142857143
het	0.4782608695652174
het	0.4
het	0.5
het	0.375
het	0.3076923076923077
het	0.3877551020408163
het	0.4230769230769231
het	0.6
het	1.0
het	0.3076923076923077
het	0.45454545454545453
het	0.7
het	0.6666666666666666
het	0.2
het	0.6363636363636364
het	0.5294117647058824
het	0.16666666666666666
het	0.5
het	0.4
het	0.5625
het	0.38095238095238093
het	0.4857142857142857
het	0.8
het	0.1875
het	0.8181818181818182
het	0.6
het	0.21052631578947367
het	0.5454545454545454
het	0.6
het	0.3333333333333333
het	0.15384615384615385
het	0.5
het	0.5454545454545454
het	0.15
het	0.6285714285714286
het	0.5
het	0.5
het	0.47058823529411764
het	0.5714285714285714
het	0.6842105263157895
het	0.5454545454545454
het	0.8
het	0.5507246376811594
het	0.4117647058823529
het	0.7647058823529411
het	0.9285714285714286
het	0.5
het	0.5945945945945946
het	0.4918032786885246
het	0.25
het	0.4444444444444444
het	0.36363636363636365
het	0.5371900826446281
het	0.3684210526315789
het	0.4
het	0.625
het	0.1
het	0.4117647058823529
het	0.6153846153846154
het	0.5454545454545454
het	0.0
het	0.45
het	0.5
het	0.35294117647058826
het	0.417910447761194
het	0.5
het	0.4444444444444444
het	0.3125
het	0.5625
het	0.3333333333333333
het	0.3230769230769231
het	0.7647058823529411
het	0.6
het	0.6666666666666666
het	0.2
het	0.6363636363636364
het	0.2
het	0.35294117647058826
het	0.35714285714285715
het	0.45652173913043476
het	0.5789473684210527
het	0.3333333333333333
het	0.3508771929824561
het	0.3888888888888889
het	0.48
het	0.8
het	0.5121951219512195
het	0.3157894736842105
het	0.8571428571428571
het	0.27586206896551724
het	0.45
het	0.7692307692307693
het	0.7
het	0.2
het	0.5714285714285714
het	0.4482758620689655
het	0.4406779661016949
het	0.6363636363636364
het	0.5588235294117647
het	0.8235294117647058
het	0.7
het	0.47368421052631576
het	0.5
het	0.23529411764705882
het	0.5294117647058824
het	0.3
het	0.6666666666666666
het	0.35135135135135137
het	0.7058823529411765
het	0.5
het	0.6086956521739131
het	0.4166666666666667
het	0.42857142857142855
het	0.9166666666666666
het	0.5909090909090909
het	0.5
het	0.3076923076923077
het	0.3333333333333333
het	0.38461538461538464
het	0.5
het	0.5
het	0.7857142857142857
het	0.75
het	0.42105263157894735
het	0.3
het	0.6153846153846154
het	0.1
het	0.25
het	0.36363636363636365
het	0.4444444444444444
het	0.5
het	0.3333333333333333
het	0.8
het	0.625
het	0.4666666666666667
het	0.0
het	0.6923076923076923
het	0.7692307692307693
het	0.6538461538461539
het	0.391304347826087
het	0.2
het	0.3333333333333333
het	0.3125
het	0.6666666666666666
het	0.5476190476190477
het	0.5333333333333333
het	0.4666666666666667
het	0.5714285714285714
het	0.9
het	0.4117647058823529
het	0.8181818181818182
het	0.3
het	0.6875
het	0.7777777777777778
het	0.5666666666666667
het	0.4418604651162791
het	0.3333333333333333
het	0.5454545454545454
het	0.8
het	0.625
het	0.7
het	0.6666666666666666
het	0.5384615384615384
het	0.38461538461538464
het	0.5
het	0.4807692307692308
het	0.65
het	0.26666666666666666
het	0.8
het	0.5714285714285714
het	0.5238095238095238
het	0.4444444444444444
het	0.35294117647058826
het	0.7857142857142857
het	0.36666666666666664
het	0.25
het	0.631578947368421
het	0.6
het	0.38235294117647056
het	0.5454545454545454
het	0.21428571428571427
het	0.5161290322580645
het	0.42857142857142855
het	0.3333333333333333
het	0.5769230769230769
het	0.45454545454545453
het	0.7352941176470589
het	0.5714285714285714
het	0.3
het	0.1111111111111111
het	0.6666666666666666
het	0.6296296296296297
het	0.6666666666666666
het	0.42105263157894735
het	0.5
het	0.7272727272727273
het	0.5217391304347826
het	0.36363636363636365
het	0.6923076923076923
het	0.42857142857142855
het	0.5151515151515151
het	0.7058823529411765
het	0.09090909090909091
het	0.625
het	0.5217391304347826
het	0.3548387096774194
het	0.5
het	0.2727272727272727
het	0.5833333333333334
het	0.5833333333333334
het	0.9
het	0.5454545454545454
het	0.42857142857142855
het	0.5625
het	0.6470588235294118
het	0.7
het	0.3
het	0.5
het	0.6862745098039216
het	0.375
het	0.46153846153846156
het	0.6170212765957447
het	0.2413793103448276
het	0.2
het	0.5833333333333334
het	0.6
het	0.5
het	0.45714285714285713
het	0.3888888888888889
het	0.5
het	0.4090909090909091
het	0.5
het	0.1
het	0.4
het	0.6666666666666666
het	0.9
het	0.2
het	0.29411764705882354
het	0.5238095238095238
het	0.5833333333333334
het	0.46153846153846156
het	0.8181818181818182
het	0.4642857142857143
het	0.55
het	0.5
het	0.2608695652173913
het	0.6595744680851063
het	0.4
het	0.4117647058823529
het	0.4
het	0.8235294117647058
het	0.3
het	0.9166666666666666
het	0.36363636363636365
het	0.2222222222222222
het	0.7
het	0.4
het	0.6379310344827587
het	0.45454545454545453
het	0.1
het	0.9230769230769231
het	0.6818181818181818
het	0.65625
het	0.08333333333333333
het	0.125
het	0.5263157894736842
het	0.4166666666666667
het	0.6666666666666666
het	0.18181818181818182
het	0.5769230769230769
het	0.09090909090909091
het	0.6111111111111112
het	0.3888888888888889
het	0.6923076923076923
het	0.6153846153846154
het	0.0
het	0.45454545454545453
het	0.39215686274509803
het	0.35294117647058826
het	0.5172413793103449
het	0.7058823529411765
het	0.3333333333333333
het	0.42857142857142855
het	0.6
het	0.36
het	0.875
het	0.6923076923076923
het	0.6
het	0.6923076923076923
het	0.3333333333333333
het	0.3888888888888889
het	0.5882352941176471
het	0.5294117647058824
het	0.6
het	0.85
het	0.6428571428571429
het	0.5
het	0.45
het	0.36363636363636365
het	0.5
het	0.42857142857142855
het	0.4375
het	0.3
het	0.42424242424242425
het	0.5
het	0.25
het	0.4375
het	0.3076923076923077
het	0.5454545454545454
het	0.3
het	0.5454545454545454
het	0.25925925925925924
het	0.45454545454545453
het	0.6
het	0.8
het	0.4375
het	0.23076923076923078
het	0.3333333333333333
het	0.5932203389830508
het	0.72
het	0.3333333333333333
het	0.5952380952380952
het	0.5
het	0.8181818181818182
het	0.5263157894736842
het	0.6
het	0.3
het	0.125
het	0.5454545454545454
het	0.29411764705882354
het	0.5714285714285714
het	0.7
het	0.18181818181818182
het	0.4090909090909091
het	0.9
het	0.4166666666666667
het	0.2631578947368421
het	0.3076923076923077
het	0.45454545454545453
het	0.5454545454545454
het	0.34
het	0.56
het	0.7272727272727273
het	0.55
het	0.46153846153846156
het	1.0
het	0.4074074074074074
het	0.2857142857142857
het	0.5
het	0.65
het	0.18181818181818182
het	0.42857142857142855
het	0.7142857142857143
het	0.5714285714285714
het	0.4666666666666667
het	0.6923076923076923
het	0.2631578947368421
het	0.36363636363636365
het	0.6363636363636364
het	0.32142857142857145
het	0.5
het	0.8
het	0.4
het	0.3333333333333333
het	0.2727272727272727
het	0.6363636363636364
het	0.6
het	0.26666666666666666
het	0.3
het	0.3333333333333333
het	0.65
het	0.6
het	0.45652173913043476
het	0.37037037037037035
het	0.5263157894736842
het	0.3125
het	0.631578947368421
het	0.25
het	0.4444444444444444
het	0.13043478260869565
het	0.8
het	0.6
het	0.6
het	0.7647058823529411
het	0.18181818181818182
het	0.5535714285714286
het	0.4090909090909091
het	0.6363636363636364
het	0.47368421052631576
het	0.6
het	0.4642857142857143
het	0.5714285714285714
het	0.21052631578947367
het	0.7333333333333333
het	0.2
het	0.5789473684210527
het	0.45454545454545453
het	0.6153846153846154
het	0.375
het	0.47368421052631576
het	0.5384615384615384
het	0.6190476190476191
het	0.6428571428571429
het	0.46511627906976744
het	0.2
het	0.6363636363636364
het	0.5333333333333333
het	0.42857142857142855
het	0.3333333333333333
het	0.42105263157894735
het	0.4
het	0.48717948717948717
het	0.35714285714285715
het	0.3684210526315789
het	0.5454545454545454
het	0.4090909090909091
het	0.38461538461538464
het	0.47058823529411764
het	0.6666666666666666
het	0.125
het	0.4
het	0.6190476190476191
het	0.5384615384615384
het	0.5303030303030303
het	0.6363636363636364
het	0.6923076923076923
het	0.0
het	0.6666666666666666
het	0.09090909090909091
het	0.5555555555555556
het	0.3333333333333333
het	0.2
het	0.6785714285714286
het	0.4090909090909091
het	0.7142857142857143
het	0.5555555555555556
het	0.5
het	0.46153846153846156
het	0.5
het	0.39285714285714285
het	0.5454545454545454
het	0.3333333333333333
het	0.75
het	0.525
het	0.5172413793103449
het	0.35714285714285715
het	0.3
het	0.4
het	0.38461538461538464
het	0.5111111111111111
het	0.6875
het	0.8823529411764706
het	0.6956521739130435
het	0.6956521739130435
het	0.4782608695652174
het	0.3
het	0.7142857142857143
het	0.75
het	0.9333333333333333
het	0.4090909090909091
het	0.5555555555555556
het	0.45871559633027525
het	0.6666666666666666
het	0.42857142857142855
het	0.6
het	0.4666666666666667
het	0.5844155844155844
het	0.36363636363636365
het	0.7
het	0.1
het	0.425531914893617
het	0.46153846153846156
het	0.5454545454545454
het	0.3
het	0.6
het	0.18181818181818182
het	0.36363636363636365
het	0.35294117647058826
het	0.22916666666666666
het	0.4375
het	0.7
het	0.34782608695652173
het	0.64
het	0.7
het	0.5384615384615384
het	0.6428571428571429
het	0.7
het	0.8181818181818182
het	0.3333333333333333
het	0.5849056603773585
het	0.75
het	0.6666666666666666
het	0.5714285714285714
het	0.5714285714285714
het	0.2857142857142857
het	0.32
het	0.6956521739130435
het	0.5
het	0.5333333333333333
het	0.45901639344262296
het	0.6774193548387096
het	0.35
het	0.5384615384615384
het	0.65625
het	0.5882352941176471
het	0.3125
het	0.5172413793103449
het	0.34146341463414637
het	0.42857142857142855
het	0.45
het	0.6
het	0.5257731958762887
het	0.07142857142857142
het	0.23529411764705882
het	0.38461538461538464
het	0.35714285714285715
het	0.425531914893617
het	0.5053763440860215
het	0.41379310344827586
het	0.29411764705882354
het	0.5
het	0.5
het	0.26666666666666666
het	0.5238095238095238
het	0.5333333333333333
het	0.36363636363636365
het	0.28888888888888886
het	0.574468085106383
het	0.4230769230769231
het	0.38461538461538464
het	0.4722222222222222
het	0.575
het	0.1
het	0.16666666666666666
het	0.08333333333333333
het	0.3125
het	0.4492753623188406
het	0.45454545454545453
het	0.43243243243243246
het	0.5384615384615384
het	0.3793103448275862
het	0.375
het	0.2777777777777778
het	0.5925925925925926
het	0.6470588235294118
het	0.25
het	0.46153846153846156
het	0.4444444444444444
het	0.2
het	0.3939393939393939
het	0.5
het	0.7222222222222222
het	0.4117647058823529
het	0.5
het	0.7272727272727273
het	0.625
het	0.7272727272727273
het	0.9
het	0.47619047619047616
het	0.3333333333333333
het	1.0
het	0.2857142857142857
het	0.5
het	0.5217391304347826
het	0.5833333333333334
het	0.3888888888888889
het	0.7272727272727273
het	0.26666666666666666
het	0.43333333333333335
het	0.7
het	0.6470588235294118
het	0.3684210526315789
het	0.7857142857142857
het	0.7
het	0.3
het	0.3235294117647059
het	0.47058823529411764
het	0.36363636363636365
het	0.46601941747572817
het	0.9444444444444444
het	0.3888888888888889
het	0.45454545454545453
het	0.6
het	0.7692307692307693
het	0.15789473684210525
het	0.3157894736842105
het	0.5
het	0.3076923076923077
het	0.5769230769230769
het	0.72
het	0.5833333333333334
het	0.5555555555555556
het	0.391304347826087
het	0.42857142857142855
het	0.5625
het	0.1875
het	0.3333333333333333
het	0.5
het	0.7
het	0.3157894736842105
het	0.4090909090909091
het	0.4142857142857143
het	0.0
het	0.3157894736842105
het	0.5789473684210527
het	0.5454545454545454
het	0.6363636363636364
het	0.5
het	0.5
het	0.29411764705882354
het	0.0
het	0.8571428571428571
het	0.7
het	0.07142857142857142
het	0.5
het	0.5384615384615384
het	0.6428571428571429
het	0.64
het	0.8
het	0.9090909090909091
het	0.5
het	0.5384615384615384
het	0.7307692307692307
het	0.47619047619047616
het	0.631578947368421
het	0.27586206896551724
het	0.4444444444444444
het	0.45652173913043476
het	0.45454545454545453
het	0.2857142857142857
het	0.4166666666666667
het	0.7368421052631579
het	0.6470588235294118
het	0.46153846153846156
het	0.42857142857142855
het	0.2
het	0.5
het	0.6363636363636364
het	0.5652173913043478
het	0.16666666666666666
het	0.6363636363636364
het	0.46153846153846156
het	0.4090909090909091
het	0.5238095238095238
het	0.7894736842105263
het	0.45
het	0.3
het	0.6785714285714286
het	0.6363636363636364
het	0.75
het	0.34782608695652173
het	0.375
het	0.11764705882352941
het	0.3333333333333333
het	0.47058823529411764
het	0.45
het	0.23529411764705882
het	0.3684210526315789
het	0.15384615384615385
het	0.48
het	0.4482758620689655
het	0.75
het	0.2
het	0.2
het	0.5789473684210527
het	0.45454545454545453
het	0.25
het	0.38461538461538464
het	0.4117647058823529
het	0.13333333333333333
het	0.23809523809523808
het	0.8095238095238095
het	0.5
het	0.3333333333333333
het	0.75
het	0.4
het	0.7142857142857143
het	0.5
het	0.3953488372093023
het	0.48148148148148145
het	0.29310344827586204
het	0.3333333333333333
het	0.4117647058823529
het	0.5238095238095238
het	0.5263157894736842
het	0.3076923076923077
het	0.42857142857142855
het	0.5384615384615384
het	0.3793103448275862
het	0.7435897435897436
het	0.21428571428571427
het	0.5192307692307693
het	0.6
het	0.2857142857142857
het	0.3611111111111111
het	0.41935483870967744
het	0.5238095238095238
het	0.1
het	0.35294117647058826
het	0.6190476190476191
het	0.4090909090909091
het	0.5
het	0.6
het	0.36363636363636365
het	0.4375
het	0.1
het	0.25
het	0.4
het	0.9166666666666666
het	0.4166666666666667
het	0.46875
het	0.25
het	0.4
het	1.0
het	0.3
het	0.5862068965517241
het	0.7272727272727273
het	0.45454545454545453
het	0.3
het	0.47619047619047616
het	0.35714285714285715
het	0.043478260869565216
het	0.3235294117647059
het	0.5333333333333333
het	0.5
het	0.42857142857142855
het	0.8
het	0.36363636363636365
het	0.47368421052631576
het	0.2727272727272727
het	0.8461538461538461
het	0.5517241379310345
het	0.8333333333333334
het	0.3333333333333333
het	0.375
het	0.48484848484848486
het	0.47619047619047616
het	0.5
het	0.23076923076923078
het	0.6470588235294118
het	0.7142857142857143
het	0.72
het	0.4
het	0.625
het	0.5945945945945946
het	0.5625
het	0.26666666666666666
het	0.425531914893617
het	0.6216216216216216
het	0.5
het	0.6
het	0.3
het	0.4838709677419355
het	0.6
het	0.6363636363636364
het	0.55
het	0.5714285714285714
het	0.6
het	0.5384615384615384
het	0.4117647058823529
het	0.5294117647058824
het	0.5
het	0.6111111111111112
het	0.6363636363636364
het	0.7647058823529411
het	0.4166666666666667
het	0.3125
het	0.4166666666666667
het	0.3333333333333333
het	0.5625
het	0.2857142857142857
het	0.4864864864864865
het	0.4794520547945205
het	0.25
het	0.5
het	0.23076923076923078
het	0.5555555555555556
het	0.6086956521739131
het	0.5714285714285714
het	0.6
het	0.8
het	0.9
het	0.5454545454545454
het	0.4666666666666667
het	0.07142857142857142
het	0.8823529411764706
het	0.5454545454545454
het	0.7272727272727273
het	0.15384615384615385
het	0.5882352941176471
het	0.6
het	0.5454545454545454
het	0.76
het	0.38461538461538464
het	0.47368421052631576
het	0.5454545454545454
het	0.4230769230769231
het	0.2857142857142857
het	0.16666666666666666
het	0.7058823529411765
het	0.5
het	0.5833333333333334
het	0.5
het	0.7916666666666666
het	0.21428571428571427
het	0.5454545454545454
het	0.3333333333333333
het	0.8095238095238095
het	0.7
het	0.30434782608695654
het	0.5
het	0.5555555555555556
het	0.5769230769230769
het	0.4782608695652174
het	0.6
het	0.3125
het	0.5714285714285714
het	0.29411764705882354
het	0.36363636363636365
het	0.6666666666666666
het	0.46153846153846156
het	0.2857142857142857
het	0.525
het	0.29411764705882354
het	0.3
het	0.35714285714285715
het	0.6
het	0.45454545454545453
het	0.2
het	0.6
het	0.45454545454545453
het	0.35714285714285715
het	0.5833333333333334
het	0.45454545454545453
het	0.5333333333333333
het	0.4230769230769231
het	0.7272727272727273
het	0.6428571428571429
het	0.9166666666666666
het	0.6428571428571429
het	0.5862068965517241
het	0.5833333333333334
het	0.09090909090909091
het	0.6363636363636364
het	0.3
het	0.2777777777777778
het	0.3333333333333333
het	0.55
het	0.5
het	0.84
het	0.6
het	0.42857142857142855
het	0.3888888888888889
het	0.625
het	0.5588235294117647
het	0.45454545454545453
het	0.47058823529411764
het	0.43636363636363634
het	0.7142857142857143
het	0.5454545454545454
het	0.6
het	0.5454545454545454
het	0.38461538461538464
het	0.25
het	0.68
het	0.5
het	0.3333333333333333
het	0.5263157894736842
het	0.5185185185185185
het	0.21428571428571427
het	0.46153846153846156
het	0.4166666666666667
het	0.7857142857142857
het	0.9230769230769231
het	0.4782608695652174
het	0.6222222222222222
het	0.18181818181818182
het	0.45454545454545453
het	0.32
het	0.08333333333333333
het	0.4166666666666667
het	0.75
het	0.25
het	0.5217391304347826
het	0.7142857142857143
het	0.5882352941176471
het	0.4722222222222222
het	0.5769230769230769
het	1.0
het	0.43478260869565216
het	0.6153846153846154
het	0.9090909090909091
het	0.7692307692307693
het	0.375
het	0.42857142857142855
het	0.47619047619047616
het	0.4
het	0.5333333333333333
het	0.2727272727272727
het	0.3333333333333333
het	0.5161290322580645
het	0.5714285714285714
het	0.6
het	0.1
het	0.575
het	0.32142857142857145
het	0.576271186440678
het	0.3
het	0.35714285714285715
het	0.23076923076923078
het	0.6428571428571429
het	0.18181818181818182
het	0.38461538461538464
het	0.5492957746478874
het	0.5625
het	0.5192307692307693
het	0.55
het	0.2727272727272727
het	0.34782608695652173
het	0.47058823529411764
het	0.6666666666666666
het	0.35294117647058826
het	0.5238095238095238
het	0.43243243243243246
het	0.25
het	0.5882352941176471
het	0.15384615384615385
het	0.3333333333333333
het	0.6363636363636364
het	0.3
het	0.3
het	0.3
het	0.4418604651162791
het	0.6122448979591837
het	0.5428571428571428
het	0.3333333333333333
het	0.5833333333333334
het	0.36666666666666664
het	0.35
het	0.5
het	0.3333333333333333
het	0.36363636363636365
het	0.45
het	0.6153846153846154
het	0.4166666666666667
het	0.5588235294117647
het	0.10256410256410256
het	0.5
het	0.4444444444444444
het	0.8333333333333334
het	0.42105263157894735
het	0.6
het	0.7142857142857143
het	0.5833333333333334
het	0.4166666666666667
het	0.4875
het	0.4
het	0.5
het	0.6
het	0.5714285714285714
het	0.4
het	0.6363636363636364
het	0.3125
het	0.5
het	0.7727272727272727
het	0.3333333333333333
het	0.4
het	0.5142857142857142
het	0.7083333333333334
het	0.5333333333333333
het	0.7419354838709677
het	0.4166666666666667
het	0.5544554455445545
het	0.4838709677419355
het	0.5254237288135594
het	0.17647058823529413
het	0.4222222222222222
het	0.75
het	0.6153846153846154
het	0.7
het	0.7272727272727273
het	0.16666666666666666
het	0.4166666666666667
het	0.2857142857142857
het	0.1891891891891892
het	0.6896551724137931
het	0.35294117647058826
het	0.1
het	0.4166666666666667
het	0.45454545454545453
het	0.4
het	0.6428571428571429
het	0.59375
het	0.6666666666666666
het	0.5
het	0.37209302325581395
het	0.3684210526315789
het	0.7
het	0.36363636363636365
het	0.6153846153846154
het	0.4
het	0.36363636363636365
het	0.21428571428571427
het	0.5
het	0.5294117647058824
het	0.5
het	0.4642857142857143
het	0.5652173913043478
het	0.8333333333333334
het	0.3333333333333333
het	0.7272727272727273
het	0.3333333333333333
het	0.3
het	0.6470588235294118
het	0.5609756097560976
het	0.6428571428571429
het	0.4864864864864865
het	0.42
het	0.21739130434782608
het	0.5454545454545454
het	0.6
het	0.6153846153846154
het	0.32653061224489793
het	0.36666666666666664
het	0.18181818181818182
het	0.64
het	0.4
het	0.5384615384615384
het	0.5
het	0.6153846153846154
